token	tag	lemma	macron	source
ἱκνεῖται	v3spie---	ἱκνεῖται	^1	wiktionary
ἱκέσθαι	v--anm---	ἱκνέομαι		
ἵκετο	v3saim---	ἱκνέομαι	_1	wiktionary
ἵκῃ	v2sase---	ἱκνέομαι	_1	wiktionary
ἵκηται	v3sase---	ἱκνέομαι	_1	wiktionary
ἱκνεῖσθαι	v--pne---	ἱκνέομαι	^1	wiktionary
ἱκνοῦμαι	v1spie---	ἱκνέομαι	^1	wiktionary
ἱκνουμένων	v-pppemg-	ἱκνέομαι		
ἱκοίμην	v1saom---	ἱκνέομαι	_1	wiktionary
ἵκοιτο	v3saom---	ἱκνέομαι	_1	wiktionary
ἱκόμεσθα	v1paim---	ἱκνέομαι	^8	breve_ultima
ἱκόμην	v1saim---	ἱκνέομαι	_1	wiktionary
ἵξεσθαι	v--fnm---	ἱκνέομαι	_1	wiktionary
ἵξεται	v3sfim---	ἱκνέομαι	_1	wiktionary
ἵξομαι	v1sfim---	ἱκνέομαι	_1	wiktionary
ἱκνοῦμαι	v1spie---	ἱκνέομαί	^1	wiktionary
ἱκνουμένη	v-sppefn-	ἱκνέω	^1	wiktionary
ἱκνοῦνται	v3ppie---	ἱκνέω	^1	wiktionary
ἱκνούμεθα	v1ppie---	ἱκνούμεθα	_1^9	wiktionary
ἱκνουμένης	v-sppefg-	ἱκνουμένης		
ἵκοιθ’	v3saom---	ἵκοιθ		
ἱκοίμαν	v1saom---	ἱκοίμαν	^1	hypotactic
ἱκοίμεθ’	v1paom---	ἱκοίμεθ		
ἵκοιτ’	v3saom---	ἵκοιτ		
ἱκόμαν	v1saim---	ἱκόμαν	_1	hypotactic
ἱκόμενον	v-sapmma-	ἱκόμενον	_1	wiktionary
ἱκοῦ	u--------	ἱκοῦ		
ἱκοῦ	v2samm---	ἱκοῦ		
ἵκου	v2saim---	ἵκου	_1	wiktionary
ἵκου	v2samm---	ἵκου	_1	wiktionary
ἱκταίου	a-s---mg-	ἱκταῖος		
ἴκταρ	n-s---mn-	ἴκταρ		
ἴκταρ	a-s---mn-	ἴκταρ		
ἱκτῆρας	n-p---ma-	ἱκτήρ	^6	breve_ultima
ἱκτῆρι	n-s---md-	ἱκτήρ	^6	breve_ultima
ἱκτηρίας	n-s---fg-	ἱκτηρία	_7	ifthimos
ἱκτηρίοις	a-p---md-	ἱκτηρίοις		
ἱκτήρια	n-p---na-	ἱκτήριον	^7	breve_ultima
ἱκτήριοι	a-p---mn-	ἱκτήριος		
ἱκτῆρος	n-s---mg-	ἱκτῆρος		
ἵκτορας	n-p---ma-	ἵκτωρ	^6	breve_ultima
ἴλα	n-s---fn-	ἴλα	_3	wiktionary
ἵλαος	a-s---mn-	ἴλαος	_1	wiktionary
Ἵλαος	a-s---mn-	ἴλαος		
ἵλεῳ	a-s---fd-	ἴλαος	_1	wiktionary
ἵλεῳ	a-d---mn-	ἴλαος	_1	wiktionary
ἵλεως	a-s---fn-	ἴλαος	_1	wiktionary
ἵλεως	a-s---mn-	ἴλαος	_1	wiktionary
ἵλαοι	a-p---fv-	ἵλαος	_1	wiktionary
ἰλλομένων	v-pppemg-	ἰλέλομαι		
ἱλεῶμαι	v1spse---	ἱλεῶ		
ἱλεῶμαι	v1spie---	ἱλεῶμαι		
ἴλη	n-s---fn-	ἴλη	_1	wiktionary
Ἰλιάδ’	n-s---fa-	Ἰλιάδ		
Ἰλιάδος	n-s---fg-	Ἰλιάδ	_1^3^4	wiktionary
Ἰλιάδαι	n-p---fn-	Ἰλιάδα		
Ἰλιάδας	u--------	Ἰλιάδας	_1^3^4_6	ifthimos
Ἰλιάδος	d--------	Ἰλιάδος	_1^3^4	wiktionary
Ἰλιάδων	n-p---mg-	Ἰλιάδων		
Ἰλιάδα	n-s---fa-	ἰλιάς	_1^3^4^6	wiktionary
Ἰλιάδι	a-s---fd-	ἰλιάς	_1^3^4^6	wiktionary
Ἰλιάδι	n-s---md-	ἰλιάς	_1^3^4^6	wiktionary
Ἰλιάσι	n-p---fd-	Ἰλιάσ	^6	nominal
Ἰλιάδας	n-p---fa-	Ἰλιάς	_1^3^4_6	ifthimos
Ἰλιάδος	n-s---fg-	Ἰλιάς	_1^3^4	wiktionary
Ἰλιάδων	n-p---mg-	Ἰλιάς		
Ἰλιάς	n-s---fg-	Ἰλιάς	_1^3^4	wiktionary
Ἰλιάς	n-s---fv-	Ἰλιάς	_1^3^4	wiktionary
Ἰλιὰς	n-s---fg-	Ἰλιάς	_1^3^4	barytone
Ἰλιάσιν	n-p---fd-	Ἰλιάς		
Ἰλιόθεν	d--------	ἰλιόθεν	_1^3	hypotactic
Ἰλίου	n-s---ng-	ἴλιον	_1^3	wiktionary
Ἰλίῳ	n-s---fd-	ἴλιον	_1^3	wiktionary
Ἴλιον	u--------	Ἴλιον	_1^3	wiktionary
Ἴλιον	n-s---na-	ἴλιος	_1^3	wiktionary
Ἴλιον	n-s---fa-	ἴλιος	_1^3	wiktionary
Ἴλιος	n-s---fn-	ἴλιος	_1^3	wiktionary
Ἰλίου	n-s---fg-	ἴλιος	_1^3	wiktionary
Ἰλίῳ	n-s---fd-	ἴλιος	_1^3	wiktionary
Ἴλιόν	n-s---fa-	Ἴλιός		
Ἰλιοφθόρους	a-p---fa-	Ἰλιοφθόρους		
Ἰλίωι	n-s---nd-	Ἰλίω		
Ἰλίωι	n-s---fd-	Ἰλίω		
Ἰλίωι	n-s---md-	Ἰλίω		
Ἰλίῳ	u--------	Ἰλίῳ	_1^3	wiktionary
Ἰλίωι	n-s---fd-	Ἰλίωι		
Ἰμαῖος	n-s---mn-	Ἰμαῖος		
ἱμάντων	n-p---mg-	ἱμάς	^1^3	hypotactic
ἱμᾶσιν	n-p---md-	ἱμάς	^1_3^5	ifthimos
ἱμᾶσι	n-p---md-	ἱμᾶσι	_3^5	ifthimos
ἱμείρομαι	v1spie---	ἱμείρομαι		
ἱμείροντες	v-pppamn-	ἱμείροντες	_1	hypotactic
ἱμείρειν	v--pna---	ἱμείρω		
ἱμείρεται	v3spie---	ἱμείρω	_1	hypotactic
ἱμείρουσα	v-sppafn-	ἱμείρω	_1^9	hypotactic
ἱμείρων	v-sppamn-	ἱμείρω	_1	hypotactic
ἴμεν	v--pna---	ἴμεν		
ἱμέρου	n-s---mg-	ἱμέρος	_1	wiktionary
ἵμεροι	n-p---mn-	ἵμερος	_1	wiktionary
ἵμερον	n-s---ma-	ἵμερος	_1	wiktionary
ἵμερος	n-s---mn-	ἵμερος	_1	wiktionary
Ἵμερος	n-s---mn-	ἵμερος	_1	hypotactic
ἱμέρῳ	n-s---md-	ἵμερος	_1	wiktionary
ἱμέρωι	n-s---md-	ἱμέρω		
ἱμέρωι	n-s---md-	ἱμέρωι		
ἵν’	d--------	ἵν	^1	wiktionary
ἵν’	c--------	ἵν	^1	wiktionary
ἵνα	d--------	ἵνα	^1^3	wiktionary
ἵνα	c--------	ἵνα	^1^3	wiktionary
Ἰναχείας	n-s---fg-	Ἰναχείη	_7	ifthimos
Ἰνάχειον	a-s---nv-	Ἰνάχειον		
Ἰναχίδαις	n-p---md-	Ἰναχίδης		
Ἰνάχου	n-s---mg-	ἴναχος	_1^3	wiktionary
Ἰνάχῳ	n-s---md-	ἴναχος	_1^3	wiktionary
Ἰνάχῳ	v1spia---	ἴναχος	_1^3	wiktionary
Ἰνδάς	n-p---fa-	Ἰνδάι		
Ἰνδικόν	a-s---ma-	Ἰνδικός		
Ἰνδικὸν	a-s---ma-	Ἰνδικός		barytone
ἶνινὑμνῆσαι	n-s---fa-	ἶνινὑμνῆσαι	_1	ifthimos
Ἰνοῦς	v2spia---	Ἰνοῦ		
Ἰνώ	v1spia---	Ἰνώ	_1	hypotactic
Ἰνὼ	v1spia---	Ἰνὼ	_1	hypotactic,barytone
ἵξεσθ’	v2pfim---	ἵξεσθ		
Ἰξίον’	a-s---ma-	Ἰξίον		
Ἰξίονος	n-s---fg-	Ἰξίονος	_3	wiktionary
Ἰξίονος	a-s---mn-	Ἰξίονος	_3	wiktionary
ἵξις	n-s---fn-	ἵξις		
Ἰξίονος	a-s---fg-	Ἰξίων	_3	wiktionary
ἱξόμεσθα	v1pfim---	ἱξόμεσθα	^8	breve_ultima
Ἰοκάστη	n-s---fn-	ιοκάστη		
Ἰοκάστη	n-s---fv-	ιοκάστη		
Ἰοκάστης	n-s---fg-	ιοκάστη		
Ἰοκάστας	n-p---fa-	Ἰοκάστη	_7	ifthimos
Ἰοκάστην	n-s---fa-	Ἰοκάστη		
Ἰοκάστην	n-s---ma-	Ἰοκάστης		
Ἰοκάστην	a-s---fa-	Ἰοκάστης		
Ἰοκάστην	n-s---fa-	Ἰοκάστης		
Ἰόλαε	n-s---mv-	Ἰόλαε	^1_4	wiktionary
Ἰόλαον	n-s---ma-	Ἰόλαον	^1_4	wiktionary
Ἰόλαε	n-s---mv-	ἰόλαος	^1_4	wiktionary
Ἰόλαος	n-s---mn-	ἰόλαος	^1_4	wiktionary
Ἰόλεως	n-s---mg-	Ἰόλεως		
Ἰόλεως	n-s---mn-	Ἰόλεως		
Ἰόλην	n-s---fa-	ἰόλη		
Ἰόλη’	n-s---fn-	Ἰόλη		
ἵεται	v3spie---	ἵομαι	_1	wiktionary
ἰόν	v-sppana-	ἰόν	^1	wiktionary
ἰόν	u--------	ἰόν	^1	wiktionary
Ἴων	v-sppamn-	ἴον		
Ἴων’	v-sppamn-	ἴον		
Ἰόνιον	n-s---ma-	Ἰόνιος	_1^4	wiktionary
Ἰόνιος	n-s---mn-	Ἰόνιος	_1^4	wiktionary
Ἰονίωι	a-s----d-	Ἰονίωι		
ἰόν	a-s---na-	ἰόνς	^1	wiktionary
ἰόντ’	v-sppama-	ἰόντ		
ἰοί	n-p---mn-	ἰός	_1	wiktionary
ἰοὶ	n-p---mn-	ἰός	_1	barytone
ἰοῖς	n-p---md-	ἰός	_1	wiktionary
ἰόν	n-s---ma-	ἰός	^1	wiktionary
ἰὸν	n-s---ma-	ἰός	^1	barytone
ἰός	n-s---mn-	ἰός	_1	wiktionary
ἰὸς	n-s---mn-	ἰός	_1	barytone
ἰοῦ	n-s---mg-	ἰός	^1	wiktionary
ἰούς	n-p---ma-	ἰός	_1	wiktionary
ἰοὺς	n-p---ma-	ἰός	_1	hypotactic,barytone
ἰότατι	n-s---fd-	ἰότατι	^1_4^6	hypotactic
ἰού	u--------	ἰού		
ἰού	i--------	ἰού		
Ἰού	i--------	ἰού		
ἰοὺ	i--------	ἰού		barytone
Ἰοὺ	i--------	ἰού		barytone
ἰούβοηδρομεῖτε	v2ppma---	ἰούβοηδρομέω		
ἰούκωφοις	a-p---md-	ἰούκωφός		
ἴουλος	n-s---mn-	ἴουλος	^1	hypotactic
ἰού	i--------	ἰούς		
Ἰού	i--------	Ἰούς		
ἰοῦσ’	v-pppafn-	ἰοῦσ		
Ἰοῦς	u--------	Ἰοῦς	_1	hypotactic
ἰούσης	v-sppafg-	ἰούσης	^1	hypotactic
ἰόφ	d--------	ἰόφ		
ἰπούμενος	v-sppemn-	ἰπέω	_1	hypotactic
ἱππαδόν	a-s---na-	ἱππαδὸς		
ἱππαδὸν	a-s---na-	ἱππαδὸς		barytone
ἱππείαισι	a-p---fd-	ἱππείαισι	^9	breve_ultima
ἱππείαις	n-p---fd-	ἱππείη		
ἱππείοις	a-p---md-	ἱππείοις		
ἱππείοις	a-p---md-	ἱππεῖος		
ἱππείῳ	a-s---nd-	ἱππεῖος		
ἱππεία	a-s---fn-	ἵππειος		
ἵππειον	a-s---na-	ἵππειος		
ἵππειον	a-s---ma-	ἵππειος		
ἱππεύμασιν	n-p---nd-	ἱππεύμασιν	^9	breve_ultima
ἱππεύς	n-s---mn-	ἱππεύς		
ἱππεὺς	n-s---mn-	ἱππεύς		barytone
ἱππεῦσι	n-p---md-	ἱππεύς	^7	wiktionary
ἱππῆς	n-p---mn-	ἱππεύς		
ἱππῆς	n-s---mn-	ἱππεύς		
ἱππευτάν	n-s---ma-	ἱππευτάν	_7	ifthimos
ἱππεύει	v3spia---	ἱππεύω		
ἱππεύοντος	v-sppamg-	ἱππεύω		
ἱππεύουσι	v3ppia---	ἱππεύω	^9	breve_ultima
ἱππεύσαντος	v-sapamg-	ἱππεύω		
ἱππηδόν	d--------	ἱππηδόν		
ἱππηδὸν	d--------	ἱππηδόν		barytone
ἱππηλάται	n-p---mn-	ἱππηλάται		
ἱππηλάτας	n-p---ma-	ἱππηλάτης	^6	hypotactic
ἱππίαν	n-s---fa-	ἱππία	_5	ifthimos
ἱππιάνακτας	n-p---ma-	ἱππιάνακτης	^10	breve_ultima
ἱππίου	a-s---mg-	ἱππίας		
ἱππίου	n-s---mg-	ἱππίας		
ἱππίαν	n-s---ma-	ἱππίης	_5	ifthimos
ἱππικά	a-p---na-	ἱππικός		
ἱππικαί	a-p---fn-	ἱππικός		
ἱππικαὶ	a-p---fn-	ἱππικός		barytone
ἱππικαῖς	a-p---fd-	ἱππικός		
ἱππικάς	a-p---fa-	ἱππικός	_6	ifthimos
ἱππικὰς	a-p---fa-	ἱππικός	_6	ifthimos,barytone
ἱππικοί	a-p---mn-	ἱππικός		
ἱππικοῖς	a-p---md-	ἱππικός		
ἱππικοῖσι	a-p---nd-	ἱππικός	^9	breve_ultima
ἱππικοῖσιν	a-p---nd-	ἱππικός	^9	breve_ultima
ἱππικόν	a-s---na-	ἱππικός		
ἱππικὸν	a-s---na-	ἱππικός		barytone
ἱππικοῦ	a-s---mg-	ἱππικός		
ἱππικῶν	a-p---mg-	ἱππικός	^4	hypotactic
ἱππικῶν	a-p---fg-	ἱππικός	^4	hypotactic
ἱππικῶν	a-p---ng-	ἱππικός	^4	hypotactic
ἱππίους	a-p---ma-	ἱππῖος		
ἵππιον	a-s---ma-	ἵππιος		
ἵππιον	a-s---na-	ἵππιος		
ἵππιος	a-s---mn-	ἵππιος	^4	hypotactic
ἱππιοχάρμας	n-p---ma-	ἱππιοχάρμας	^4	hypotactic
ἱππιοχάρμης	n-s---mn-	ἱππιοχάρμης		
ἱππίων	a-p---mg-	ἱππίων	^4	hypotactic
ἱπποβάμον’	a-s---ma-	ἱπποβάμος		
ἱπποβάμοσιν	a-p---md-	ἱπποβάμος	^10	breve_ultima
ἱπποβάμονα	a-s---ma-	ἱπποβάμων	^10	breve_ultima
ἱπποβάτας	n-s---mn-	ἱπποβάτας	_8	ifthimos
ἱπποβάται	n-p---mn-	ἱπποβάτης		
ἱπποβότα	n-s---mg-	ἱπποβότα	_8	ifthimos
ἱππόβοτον	a-s---na-	ἱππόβοτος		
ἱπποβότων	a-p---ng-	ἱπποβότων		
ἱπποβουκόλοι	n-p---mn-	ἱπποβουκόλος		
Ἱπποδάμειαν	a-s---fa-	Ἱπποδάμεια	^6^10	wiktionary
ἱπποδέσμων	a-p---mg-	ἱπποδέσμος		
ἱπποδέτην	a-s---ma-	ἱπποδέτης		
ἱπποδρόμους	n-p---ma-	ἱπποδρόμος	^1	wiktionary
ἱπποκόμοις	a-p---fd-	ἱπποκόμος		
ἱππόκροτα	a-p---na-	ἱππόκροτος	^9	breve_ultima
ἱπποκρότων	a-p---mg-	ἱπποκρότων		
Ἱππόλυτος	n-s---mg-	Ἱππόλυς	^1^6	wiktionary
Ἱππόλυτ’	n-s---mv-	Ἱππόλυτ’		
Ἱππόλυτον	n-s---ma-	Ἱππόλυτος	^1^6	wiktionary
Ἱππόλυτον	a-s---ma-	Ἱππόλυτος	^1^6	wiktionary
Ἱππόλυτος	n-s---mg-	Ἱππόλυτος	^1^6	wiktionary
Ἱππόλυτος	n-s---mn-	Ἱππόλυτος	^1^6	wiktionary
Ἱππολύτου	n-s---mg-	Ἱππολύτου	^1^6	wiktionary
Ἱππολύτωι	n-s---md-	Ἱππολύτω		
ἱππομανῆ	a-s---ma-	ἱππομανής	^6	wiktionary
Ἱππομέδοντ’	n-s---ma-	Ἱππομέδοντ		
Ἱππομέδοντος	n-s---mg-	Ἱππομέδων		
Ἱππομέδων	n-s---mn-	Ἱππομέδων		
ἱππονώμας	a-p---ma-	ἱππονώμας	_8	ifthimos
ἱππονώμας	n-s---mn-	ἱππονώμας	_8	ifthimos
ἵπποι	n-p---mn-	ἵππος	^1	wiktionary
ἵπποις	n-p---md-	ἵππος	^1	wiktionary
ἵπποισι	n-p---md-	ἵππος	^1^7	wiktionary
ἵπποισιν	n-p---md-	ἵππος	^1^7	wiktionary
ἵππον	n-s---fa-	ἵππος	^1	wiktionary
ἵππον	n-s---ma-	ἵππος	^1	wiktionary
ἵππος	n-s---mn-	ἵππος	^1	wiktionary
ἵππου	n-s---mg-	ἵππος	^1	wiktionary
ἵππου	n-s---fg-	ἵππος	^1	wiktionary
ἵππους	n-p---ma-	ἵππος	^1	wiktionary
ἵππων	n-p---fg-	ἵππος	^1	wiktionary
ἵππων	n-p---mg-	ἵππος	^1	wiktionary
ἱππόστασιν	n-s---fa-	ἱππόστασις	^9	breve_ultima
ἱπποσύνα	n-s---fn-	ἱπποσύνος		
ἱππότας	n-p---ma-	ἱππότας	^1_6	wiktionary
ἱππόταις	n-p---md-	ἱππότης	^1	wiktionary
ἱππότας	n-p---ma-	ἱππότης	^1_6	wiktionary
ἱππότην	n-s---ma-	ἱππότης	^1	wiktionary
ἱππότην	a-s---ma-	ἱππότης	^1	wiktionary
ἵππου	u--------	ἵππου	^1	wiktionary
ἱπποφορβίων	a-p---mg-	ἱπποφορβίων		
ἱππείας	a-p---fa-	ἱππύς	_6	ifthimos
ἱρός	a-s---mn-	ἱρός	_1	wiktionary
ἴσ’	d--------	ἴσ		
ἴςχων	n-s---fa-	ἴς		
ἴσα	u--------	ἴσα	^1	wiktionary
ἰσάδελφος	a-s---mn-	ἰσάδελφος		
ἰσαίτερον	a-s---nnc	ἰσαίτερον		
ἰσάνεμον	a-s---ma-	ἰσάνεμος		
ἰσάργυρον	a-s---ma-	ἰσάργυρος		
ἰσήρετμοι	a-p---fn-	ἰσήρετμος		
ἰσήρεις	a-p---ma-	ἰσήρης		
ἴσθ’	v2srma---	ἴσθ		
ἴσθ’	v2srma---	ἴσθ’		
ἴσθι	v2srma---	ἴσθι	^4	wiktionary
Ἰσθμίαν	a-s---fa-	Ἰσθμίαν	^5	hypotactic
Ἰσθμίας	a-p---fa-	ἴσθμιος	_6	nominal
Ἰσθμίας	a-s---fg-	ἴσθμιος	_6	nominal
Ἴσθμιον	n-s---ma-	Ἴσθμιος	^5	hypotactic
Ἴσθμιον	a-s---na-	Ἴσθμιος	^5	hypotactic
Ἴσθμιος	a-s---mn-	Ἴσθμιος		
ἰσθμόν	n-s---ma-	ἰσθμός	^1	wiktionary
Ἰσθμόν	n-s---ma-	ἰσθμός		
ἰσθμὸν	n-s---ma-	ἰσθμός	^1	barytone
Ἰσθμὸν	n-s---ma-	ἰσθμός		barytone
Ἰσθμοῦ	n-s---mg-	ἰσθμός		
ἴσμεν	u--------	ἴσμεν		
Ἰσμηνόν	a-s---ma-	Ἰσμη		
Ἰσμηνὸν	a-s---ma-	Ἰσμη		barytone
Ἰσμήνη	n-s---fv-	Ἰσμήνη		
Ἰσμήνη	n-s---fn-	Ἰσμήνη		
Ἰσμήνης	n-s---fg-	Ἰσμήνη		
Ἱσμήνην	n-s---fa-	Ἱσμήνη		
Ἰσμήνιον	a-s---ma-	Ἰσμήνιος	^6	hypotactic
Ἰσμηνοῦ	n-s---mg-	ἰσμηνός		
Ἰσμηνοῦ	a-s---ng-	ἰσμηνός		
Ἰσμηνόν	n-s---ma-	Ἰσμηνός		
Ἰσμηνὸν	n-s---ma-	Ἰσμηνός		barytone
Ἰσμηνόν	n-s---na-	Ἰσμηνὸς		
Ἰσμηνὸν	n-s---na-	Ἰσμηνὸς		barytone
Ἱσμηνός	n-s---mn-	Ἱσμηνός		
Ἱσμηνοῦ	n-s---mg-	Ἱσμηνός		
Ἱσμηνὸς	n-s---mn-	Ἱσμηνὸς		barytone
ἴσ’	a-p---na-	ἴσν		
ἰσοδαίμων	a-s---mn-	ἰσοδαίμων	^1	hypotactic
ἰσοθέοις	a-p---md-	ἰσοθέοις		
ἰσόθεος	a-s---mn-	ἰσόθεος	_1	hypotactic
ἰσοθέου	a-s---ng-	ἰσοθέου		
ἰσοθέου	a-s---fg-	ἰσοθέου		
ἴσοισιν	a-p---md-	ἴσοις	_1^6	wiktionary
ἴσον	a-s---na-	ἴσον	^1	wiktionary
ἰσόνειρον	a-s---fa-	ἰσόνειρος		
ἰσονέκυες	a-p---mn-	ἰσονέκυες		
ἰσόπαιδα	a-s---fa-	ἰσόπαις	^8	breve_ultima
ἰσόπρεσβυς	n-s---mn-	ἰσόπρεσβυς	^9	breve_ultima
ἰσορρόπῳ	a-s---fd-	ἰσορρόπος	^1	hypotactic
ἰσόρροπος	a-s---mn-	ἰσόρροπος		
ἴσα	a-p---na-	ἴσος	^1	wiktionary
ἴσαι	a-p---fn-	ἴσος	^1	wiktionary
ἴσαις	a-p---fd-	ἴσος	^1	wiktionary
ἴσας	a-p---fa-	ἴσος	^1_3	wiktionary
ἴση	a-s---fn-	ἴσος	^1	wiktionary
ἴσην	a-s---fa-	ἴσος	^1	wiktionary
ἴσοι	a-p---mn-	ἴσος	^1	wiktionary
ἴσοις	a-p---md-	ἴσος	^1	wiktionary
ἴσοισι	a-p---md-	ἴσος	_1^6	wiktionary
ἴσον	a-s---na-	ἴσος	^1	wiktionary
ἴσον	a-s---ma-	ἴσος	^1	wiktionary
ἴσον	a-s---nn-	ἴσος	^1	wiktionary
ἴσος	a-s---mn-	ἴσος	^1	wiktionary
ἴσου	a-s---ng-	ἴσος	_1	wiktionary
ἴσους	a-p---ma-	ἴσος	^1	wiktionary
ἴσων	a-p---mg-	ἴσος	^1	wiktionary
ἰσοτέλεστος	a-s---mn-	ἰσοτέλεστος		
Ἰσότης	n-s---fn-	ἰσότης		
Ἰσότητα	n-s---fa-	ἰσότης	^7	breve_ultima
ἰσοτριβής	a-s---fn-	ἰσοτριβής	^6	lsj
ἰσούμενος	v-sppemn-	ἰσούμενός		
ἰσόψηφον	a-s---fa-	ἰσόψηφος		
ἰσόψηφος	a-s---fn-	ἰσόψηφος		
ἰσόψηφος	a-s---mn-	ἰσόψηφος		
ἰσόψυχον	a-s---na-	ἰσόψυχος		
ἰσοῦμαι	v1spie---	ἰσόω		
ἰσώσας	v-sapamn-	ἰσόω	_5	ifthimos
ἴστ’	v2prma---	ἴστ		
ἴστ’	v2pria---	ἴστ		
ἱστῶν	n-p---mg-	ἱστά	^1	wiktionary
ἱσταμένῳ	v-sppemd-	ἱσταμένῳ		
ἵστανται	v3ppie---	ἵστανται	^1^4	wiktionary
ἱστάναι	v2spie---	ἱστάνω	^1^4	wiktionary
ἱστᾶσα	v-sppafn-	ἱστᾶσα	^1_4^6	ifthimos
ἵστασαν	v-sppafa-	ἵστασαν	_1^4^6	wiktionary
ἵσταται	v3spie---	ἵσταται	^1^4	wiktionary
ἱστῶν	n-p---mg-	ἱστέω	^1	wiktionary
ἵστημ’	v1spia---	ἵστημ		
ἐστάθη	v3saip---	ἵστημι	^4	wiktionary
ἐστάθην	v1saip---	ἵστημι	^4	wiktionary
ἕστακεν	v3plia---	ἵστημι	_4	wiktionary
ἔσταν	v3paia---	ἵστημι	^4	wiktionary
ἑστάναι	v--rna---	ἵστημι	^4	wiktionary
ἕστασαν	v3plia---	ἵστημι	^4^6	wiktionary,breve_ultima
ἕστατε	v2paia---	ἵστημι	^4	wiktionary
ἑστάτω	v3srma---	ἵστημι	^4	wiktionary
ἵστασαν	v3piia---	ἵστημι	_1^4^6	wiktionary
ἵστασθαι	v--pne---	ἵστημι	^1^4	wiktionary
ἵστασθε	v2ppme---	ἵστημι	_1	wiktionary
ἵσταται	v3spie---	ἵστημι	^1^4	wiktionary
ἵστη	u--------	ἵστημι	^1	wiktionary
ἵστης	v2spia---	ἵστημι	^1	wiktionary
ἵστησι	v3spia---	ἵστημι	^1^6	wiktionary
ἵστησιν	v3spia---	ἵστημι	^6	breve_ultima
ἵστω	v3srma---	ἵστημι		
σταθείς	v-sappmn-	ἵστημι	^3	wiktionary
σταθεὶς	v-sappmn-	ἵστημι	^3	hypotactic,barytone
σταθεῖσα	v-sappfn-	ἵστημι	^3^8	wiktionary
σταθέντες	v-pappmn-	ἵστημι		
στάντα	v-sapama-	ἵστημι	^6	hypotactic
στάντες	v-papamn-	ἵστημι		
Στάντες	v-papamn-	ἵστημι		
στάντος	v-sapamg-	ἵστημι		
στάς	v-sapamn-	ἵστημι	_3	wiktionary
Στάς	v-sapamn-	ἵστημι		
στὰς	v-sapamn-	ἵστημι	_3	ifthimos,barytone
Στὰς	v-sapamn-	ἵστημι		barytone
στήσας	v-sapamn-	ἵστημι	_5	wiktionary
ἱστί’	n-p---na-	ἱστί		
ἱστί’	u--------	ἱστί’		
ἱστία	n-p---na-	ἱστίον	^1^4^5	wiktionary
ἱστίοις	n-p---nd-	ἱστίον	^1^4	wiktionary
ἱστορεῖ	v3spia---	ἱστορεῖ	^1	wiktionary
ἱστορεῖς	v2spia---	ἱστορεῖς	^1	wiktionary
ἱστορεῖ	v3spia---	ἱστορέω	^1	wiktionary
ἱστόρει	v2spma---	ἱστορέω	^1	wiktionary
ἱστορεῖν	v--pna---	ἱστορέω	^1	wiktionary
ἱστορεῖς	v2spia---	ἱστορέω	^1	wiktionary
ἱστορῆσαι	v--ana---	ἱστορέω		
ἱστορήσομεν	v1pfia---	ἱστορέω		
ἱστορήσω	v1sfia---	ἱστορέω		
ἱστορουμένη	v-sppefn-	ἱστορέω	^1	wiktionary
ἱστορούμενος	v-sppemn-	ἱστορέω	^1	wiktionary
ἱστορῶ	a-s---md-	ἱστορέω	^1	wiktionary
ἱστορῶ	v1spia---	ἱστορέω	^1	wiktionary
ἱστορῶν	v-sppamn-	ἱστορέω	^1	wiktionary
ἱστοροῦντι	v-sppamd-	ἱστοροῦντί	^10	breve_ultima
ἱστορούσηι	v-sppafd-	ἱστορούσηι		
ἴστον	n-s---ma-	ἴστος		
ἱστοῖς	n-p---md-	ἱστός	^1	wiktionary
ἱστόν	n-s---ma-	ἱστός	^1	wiktionary
ἱστὸν	n-s---ma-	ἱστός	^1	barytone
ἱστουργοῦντες	v-pppamn-	ἱστουργέω		
Ἴστρον	n-s---ma-	ἴστρος		
ἱστώμεσθα	v1ppse---	ἱστώμεσθα	^9	breve_ultima
ἴστορας	n-p---fa-	ἴστωρ	^6	breve_ultima
ἴστωρ	n-s---mn-	ἴστωρ	^1	wiktionary
ἴσχ’	v2spma---	ἴσχ’		
ἴσχ’	v3spia---	ἴσχ’μι		
ἴσχειν	v--pna---	ἴσχειν	^1	wiktionary
ἴσχεπας	v2spia---	ἴσχεπᾶμι	^6	breve_ultima
ἴσχ’	v2spma---	ἴσχμι		
ἴσχναινε	v2spma---	ἴσχναινε		
ἰσχναίνῃ	v3spsa---	ἰσχναίνω		
